trial,epoch,train_acc,train_sym_acc,test_acc,test_sym_acc,pairs,samples,duration
4,1,0.31542056074766356,0.31174899866488653,0.0587,0.0485,5,24,13.489842176437378
4,2,0.4833110814419226,0.47162883845126835,0.1399,0.1147,10,48,12.55833911895752
4,3,0.6285046728971962,0.5667556742323098,0.2282,0.2054,15,72,11.759480953216553
4,4,0.5781041388518025,0.4946595460614152,0.2312,0.1833,20,96,12.008829593658447
4,5,0.6612149532710281,0.5126835781041389,0.2793,0.2395,25,120,11.54108190536499
4,6,0.5317089452603472,0.47763684913217624,0.2645,0.2398,30,144,12.188348054885864
4,7,0.5604138851802403,0.5373831775700935,0.4215,0.4015,35,168,12.018802404403687
4,8,0.69826435246996,0.6919225634178905,0.7313,0.7296,40,192,11.266816854476929
4,9,0.8931909212283045,0.8928571428571429,0.8404,0.8399,45,216,10.210646390914917
4,10,0.9392523364485982,0.9389185580774366,0.8966,0.8961,50,240,9.96131420135498
4,11,0.9656208277703605,0.9656208277703605,0.9016,0.9016,55,264,9.81869649887085
4,12,0.9719626168224299,0.9719626168224299,0.8836,0.8831,60,288,9.786782264709473
4,13,0.9819759679572764,0.9819759679572764,0.9264,0.9264,65,312,9.734919786453247
4,14,0.985981308411215,0.985981308411215,0.9205,0.9203,70,336,9.73192834854126
4,15,0.9923230974632844,0.9923230974632844,0.9143,0.9142,75,360,9.67009449005127
4,16,0.9899866488651535,0.9899866488651535,0.9137,0.9134,80,384,9.652142763137817
4,17,0.9956608811748998,0.9956608811748998,0.9177,0.9175,85,408,9.685054302215576
4,18,0.9973297730307076,0.9973297730307076,0.9161,0.916,90,432,9.600281238555908
4,19,0.9983311081441922,0.9983311081441922,0.9266,0.9265,95,456,9.608260154724121
4,20,0.9983311081441922,0.9983311081441922,0.9254,0.9253,100,480,9.608260154724121
5,1,0.3401201602136182,0.32242990654205606,0.0377,0.0375,5,24,13.376166820526123
5,2,0.5036715620827771,0.48297730307076103,0.1586,0.1341,10,48,12.373860120773315
5,3,0.6351802403204272,0.5811081441922563,0.2278,0.2122,15,72,11.673726797103882
5,4,0.5373831775700935,0.5166889185580774,0.4227,0.4125,20,96,12.121526956558228
5,5,0.7807076101468625,0.7800400534045394,0.589,0.5854,25,120,10.808048009872437
5,6,0.8381174899866488,0.8381174899866488,0.7276,0.7251,30,144,10.532783269882202
5,7,0.8925233644859814,0.8925233644859814,0.8524,0.8522,35,168,10.206657409667969
5,8,0.934913217623498,0.934913217623498,0.8881,0.8879,40,192,9.974279642105103
5,9,0.9509345794392523,0.9509345794392523,0.8889,0.8888,45,216,9.920423746109009
5,10,0.9686248331108144,0.9686248331108144,0.9011,0.9006,50,240,9.756870031356812
5,11,0.9816421895861148,0.9816421895861148,0.9228,0.9226,55,264,9.690049886703491
5,12,0.9856475300400535,0.9856475300400535,0.8983,0.8979,60,288,9.686060667037964
5,13,0.9886515353805073,0.9886515353805073,0.9185,0.9185,65,312,9.64417290687561
5,14,0.9946595460614153,0.9946595460614153,0.9194,0.9191,70,336,9.607272386550903
5,15,0.9966622162883845,0.9966622162883845,0.9158,0.9157,75,360,9.603283166885376
5,16,0.9973297730307076,0.9973297730307076,0.9222,0.9222,80,384,9.564387559890747
5,17,0.9976635514018691,0.9976635514018691,0.9193,0.9191,85,408,9.601288318634033
5,18,0.9983311081441922,0.9983311081441922,0.9229,0.9229,90,432,9.568376541137695
5,19,1.0,1.0,0.9204,0.9204,95,456,9.554412364959717
5,20,1.0,1.0,0.9276,0.9276,100,480,9.60228443145752
